Date,Totalflow
10/26/2018,25098
10/27/2018,25143
10/28/2018,21084
10/29/2018,23366
10/30/2018,23869
10/31/2018,23319
11/1/2018,23192
11/2/2018,24241
11/3/2018,22801
11/4/2018,20759
11/5/2018,23016
11/6/2018,22769
11/7/2018,22931
11/8/2018,23215
11/9/2018,23576
11/10/2018,24174
11/11/2018,20333
11/12/2018,22547
11/13/2018,22957
11/14/2018,22832
11/15/2018,23520
11/16/2018,24230
11/17/2018,24615
11/18/2018,20965
11/19/2018,23318
11/20/2018,19691
11/21/2018,22047
11/22/2018,23258
11/23/2018,23200
11/24/2018,23900
11/25/2018,19072
11/26/2018,22624
11/27/2018,22821
11/28/2018,22719
11/29/2018,22757
11/30/2018,23510
12/1/2018,24015
12/2/2018,19867
12/3/2018,22881
12/4/2018,23339
12/5/2018,23217
12/6/2018,23257
12/7/2018,24279
12/8/2018,23569
12/9/2018,19967
12/10/2018,23584
12/11/2018,24063
12/12/2018,24173
12/13/2018,23730
12/14/2018,24826
12/15/2018,24883
12/16/2018,20014
12/17/2018,23174
12/18/2018,23981
12/19/2018,23229
12/20/2018,23941
12/21/2018,24415
12/22/2018,25191
12/23/2018,20383
12/24/2018,24094
12/25/2018,25659
12/26/2018,26513
12/27/2018,26301
12/28/2018,22969
12/29/2018,27734
12/30/2018,21020
12/31/2018,24220
1/1/2019,24649
1/2/2019,25332
1/3/2019,25272
1/4/2019,27422
1/5/2019,26995
1/6/2019,19200
1/7/2019,10601
1/8/2019,20514
1/9/2019,25098
1/10/2019,26476
1/11/2019,25127
1/12/2019,27844
1/13/2019,23789
1/14/2019,23132
1/15/2019,23805
1/16/2019,23602
1/17/2019,24868
1/18/2019,21740
1/19/2019,19035
1/20/2019,19774
1/21/2019,22938
1/22/2019,25033
1/23/2019,24780
1/24/2019,25290
1/25/2019,25896
1/26/2019,27127
1/27/2019,22729
1/28/2019,24155
1/29/2019,23507
1/30/2019,24224
1/31/2019,25141
2/1/2019,26049
2/2/2019,27242
2/3/2019,23983
2/4/2019,24269
2/5/2019,25673
2/6/2019,25734
2/7/2019,26258
2/8/2019,26408
2/9/2019,28104
2/10/2019,24733
2/11/2019,25189
2/12/2019,25060
2/13/2019,24600
2/14/2019,25029
2/15/2019,25086
2/16/2019,26349
2/17/2019,22010
2/18/2019,23814
2/19/2019,23990
2/20/2019,24087
2/21/2019,24441
2/22/2019,25190
2/23/2019,26120
2/24/2019,23051
2/25/2019,24291
2/26/2019,24569
2/27/2019,24480
2/28/2019,24619
3/1/2019,26161
3/2/2019,26094
3/3/2019,19791
3/4/2019,23281
3/5/2019,23661
3/6/2019,23559
3/7/2019,24088
3/8/2019,23093
3/9/2019,24188
3/10/2019,18522
3/11/2019,23209
3/12/2019,23212
3/13/2019,23702
3/14/2019,23725
3/15/2019,23943
3/16/2019,23817
3/17/2019,19153
3/18/2019,22975
3/19/2019,23307
3/20/2019,23289
3/21/2019,22990
3/22/2019,23821
3/23/2019,24281
3/24/2019,19156
3/25/2019,22704
3/26/2019,22866
3/27/2019,22860
3/28/2019,23182
3/29/2019,24075
3/30/2019,26050
3/31/2019,26541
4/1/2019,23186
4/2/2019,23328
4/3/2019,23471
4/4/2019,23226
4/5/2019,23974
4/6/2019,24554
4/7/2019,19546
4/8/2019,22820
4/9/2019,23321
4/10/2019,23460
4/11/2019,23288
4/12/2019,24090
4/13/2019,23697
4/14/2019,19085
4/15/2019,22975
4/16/2019,23427
4/17/2019,23503
4/18/2019,23914
4/19/2019,25041
4/20/2019,24692
4/21/2019,18425
4/22/2019,23784
4/23/2019,25025
4/24/2019,26277
4/25/2019,27647
4/26/2019,21361
4/27/2019,20636
4/28/2019,19284
4/29/2019,20181
4/30/2019,24525
5/1/2019,24730
5/2/2019,25292
5/3/2019,26146
5/4/2019,28055
5/5/2019,23944
5/6/2019,24186
5/7/2019,24508
5/8/2019,24328
5/9/2019,22092
5/10/2019,24273
5/11/2019,24708
5/12/2019,22569
5/13/2019,22998
5/14/2019,23209
5/15/2019,23241
5/16/2019,24179
5/17/2019,24922
5/18/2019,25214
5/19/2019,20772
5/20/2019,21918
5/21/2019,23529
5/22/2019,23556
5/23/2019,23276
5/24/2019,24219
5/25/2019,25230
5/26/2019,21501
5/27/2019,23600
5/28/2019,21343
5/29/2019,23215
5/30/2019,23530
5/31/2019,24477
6/1/2019,23956
6/2/2019,21597
6/3/2019,22688
6/4/2019,17418
6/5/2019,22008
6/6/2019,23702
6/7/2019,25680
6/8/2019,25426
6/9/2019,22253
6/10/2019,22928
6/11/2019,23640
6/12/2019,24331
6/13/2019,24438
6/14/2019,25466
6/15/2019,25582
6/16/2019,21700
6/17/2019,23683
6/18/2019,23387
6/19/2019,22975
6/20/2019,25084
6/21/2019,25009
6/22/2019,25411
6/23/2019,14022
6/24/2019,19913
6/25/2019,21984
6/26/2019,22190
6/27/2019,23482
6/28/2019,24113
6/29/2019,24768
6/30/2019,19956
7/1/2019,23902
7/2/2019,24573
7/3/2019,24169
7/4/2019,24210
7/5/2019,25222
7/6/2019,25887
7/7/2019,22533
7/8/2019,22877
7/9/2019,23674
7/10/2019,23695
7/11/2019,24486
7/12/2019,24855
7/13/2019,25366
7/14/2019,22684
7/15/2019,24057
7/16/2019,25121
7/17/2019,24403
7/18/2019,23940
7/19/2019,23913
7/20/2019,25625
7/21/2019,23987
7/22/2019,23353
7/23/2019,24717
7/24/2019,25290
7/25/2019,25794
7/26/2019,22396
7/27/2019,27649
7/28/2019,25753
7/29/2019,22531
7/30/2019,23353
7/31/2019,24287
8/1/2019,25353
8/2/2019,25906
8/3/2019,26936
8/4/2019,24694
8/5/2019,24502
8/6/2019,24713
8/7/2019,23972
8/8/2019,24206
8/9/2019,25416
8/10/2019,25487
8/11/2019,18748
8/12/2019,21917
8/13/2019,23787
8/14/2019,23759
8/15/2019,24582
8/16/2019,24578
8/17/2019,23720
8/18/2019,19781
8/19/2019,22911
8/20/2019,24418
8/21/2019,24653
8/22/2019,22111
8/23/2019,25423
8/24/2019,25489
8/25/2019,23568
8/26/2019,24986
8/27/2019,25489
8/28/2019,25087
8/29/2019,26352
8/30/2019,26272
8/31/2019,27470
9/1/2019,24290
9/2/2019,25184
9/3/2019,26227
9/4/2019,25947
9/5/2019,26461
9/6/2019,27386
9/7/2019,26333
9/8/2019,23956
9/9/2019,25335
9/10/2019,27423
9/11/2019,23728
9/12/2019,10299
9/13/2019,17857
9/14/2019,22588
9/15/2019,23939
9/16/2019,25100
9/17/2019,25776
9/18/2019,25008
9/19/2019,25994
9/20/2019,27227
9/21/2019,28390
9/22/2019,23404
9/23/2019,24664
9/24/2019,25636
9/25/2019,24454
9/26/2019,25749
9/27/2019,21806
9/28/2019,12594
9/29/2019,19302
9/30/2019,22611
10/1/2019,24349
10/2/2019,23702
10/3/2019,24562
10/4/2019,23272
10/5/2019,19891
10/6/2019,20744
10/7/2019,24809
10/8/2019,26525
10/9/2019,26406
10/10/2019,26498
10/11/2019,26065
10/12/2019,26970
10/13/2019,20650
10/14/2019,24586
10/15/2019,26812
10/16/2019,26100
10/17/2019,25736
10/18/2019,25467
10/19/2019,26227
10/20/2019,22139
10/21/2019,23951
10/22/2019,24868
10/23/2019,20863
10/24/2019,20800
10/25/2019,20371
10/26/2019,19366
10/27/2019,18239
10/28/2019,17971
10/29/2019,21948
10/30/2019,22947
10/31/2019,23419
11/1/2019,23877
11/2/2019,23645
11/3/2019,18941
11/4/2019,23446
11/5/2019,23674
11/6/2019,23853
11/7/2019,23552
11/8/2019,24751
11/9/2019,22416
11/10/2019,19315
11/11/2019,23027
11/12/2019,23826
11/13/2019,23196
11/14/2019,24015
11/15/2019,24627
11/16/2019,24922
11/17/2019,20387
11/18/2019,23572
11/19/2019,23809
11/20/2019,23758
11/21/2019,24641
11/22/2019,24099
11/23/2019,24714
11/24/2019,19500
11/25/2019,22896
11/26/2019,23407
11/27/2019,24025
11/28/2019,24283
11/29/2019,24620
11/30/2019,24317
12/1/2019,19037
12/2/2019,23650
12/3/2019,24333
12/4/2019,24348
12/5/2019,24689
12/6/2019,26086
12/7/2019,25184
12/8/2019,20935
12/9/2019,23973
12/10/2019,25146
12/11/2019,24179
12/12/2019,24646
12/13/2019,25940
12/14/2019,25790
12/15/2019,20971
12/16/2019,23823
12/17/2019,24722
12/18/2019,24967
12/19/2019,24368
12/20/2019,25254
12/21/2019,25166
12/22/2019,20472
12/23/2019,24481
12/24/2019,25055
12/25/2019,26057
12/26/2019,26607
12/27/2019,27562
12/28/2019,28048
12/29/2019,19832
12/30/2019,27625
12/31/2019,26502
1/1/2020,26275
1/2/2020,26755
1/3/2020,28082
1/4/2020,28700
1/5/2020,23942
1/6/2020,24840
1/7/2020,21751
1/8/2020,22260
1/9/2020,25987
1/10/2020,27393
1/11/2020,28875
1/12/2020,25147
1/13/2020,26101
1/14/2020,26274
1/15/2020,26756
1/16/2020,26985
1/17/2020,27699
1/18/2020,28827
1/19/2020,15573
1/20/2020,15573
1/21/2020,18176
1/22/2020,24358
1/23/2020,26056
1/24/2020,27917
1/25/2020,29112
1/26/2020,24500
1/27/2020,26197
1/28/2020,26284
1/29/2020,26522
1/30/2020,26065
1/31/2020,27564
2/1/2020,28700
2/2/2020,26720
2/3/2020,26974
2/4/2020,27777
2/5/2020,27625
2/6/2020,28613
2/7/2020,28613
2/8/2020,30013
2/9/2020,25795
2/10/2020,26434
2/11/2020,26809
2/12/2020,26064
2/13/2020,26593
2/14/2020,27215
2/15/2020,29133
2/16/2020,25710
2/17/2020,26005
2/18/2020,26182
2/19/2020,25187
2/20/2020,26373
2/21/2020,26459
2/22/2020,28737
2/23/2020,21541
2/24/2020,24531
2/25/2020,25269
2/26/2020,25496
2/27/2020,25088
2/28/2020,26446
2/29/2020,25933
3/1/2020,21270
3/2/2020,21888
3/3/2020,24676
3/4/2020,25136
3/5/2020,25393
3/6/2020,25582
3/7/2020,25902
3/8/2020,20859
3/9/2020,24657
3/10/2020,25064
3/11/2020,25473
3/12/2020,25997
3/13/2020,26012
3/14/2020,25120
3/15/2020,19809
3/16/2020,23241
3/17/2020,23026
3/18/2020,22979
3/19/2020,23007
3/20/2020,23273
3/21/2020,23679
3/22/2020,20220
3/23/2020,20983
3/24/2020,22055
3/25/2020,21880
3/26/2020,21934
3/27/2020,22114
3/28/2020,19784
3/29/2020,12311
3/30/2020,16170
3/31/2020,15433
4/1/2020,15252
4/2/2020,15706
4/3/2020,16237
4/4/2020,14963
4/5/2020,16753
4/6/2020,15999
4/7/2020,16586
4/8/2020,16554
4/9/2020,16833
4/10/2020,17542
4/11/2020,16420
4/12/2020,10590
4/13/2020,17266
4/14/2020,19086
4/15/2020,20555
4/16/2020,21978
4/17/2020,15484
4/18/2020,15106
4/19/2020,15872
4/20/2020,14291
4/21/2020,17667
4/22/2020,20159
4/23/2020,19856
4/24/2020,20097
4/25/2020,18578
4/26/2020,13624
4/27/2020,20435
4/28/2020,20701
4/29/2020,21538
4/30/2020,21167
5/1/2020,17803
5/2/2020,18384
5/3/2020,14569
5/4/2020,20623
5/5/2020,17755
5/6/2020,22472
5/7/2020,22225
5/8/2020,22762
5/9/2020,19092
5/10/2020,15180
5/11/2020,20842
5/12/2020,21530
5/13/2020,21579
5/14/2020,21388
5/15/2020,22236
5/16/2020,20698
5/17/2020,16319
5/18/2020,22187
5/19/2020,23326
5/20/2020,22445
5/21/2020,22440
5/22/2020,22400
5/23/2020,18598
5/24/2020,14427
5/25/2020,20703
5/26/2020,22472
5/27/2020,22747
5/28/2020,18345
5/29/2020,22372
5/30/2020,20619
5/31/2020,15347
6/1/2020,21667
6/2/2020,22518
6/3/2020,22346
6/4/2020,22083
6/5/2020,22206
6/6/2020,21330
6/7/2020,14950
6/8/2020,20197
6/9/2020,21983
6/10/2020,22108
6/11/2020,22331
6/12/2020,22368
6/13/2020,20925
6/14/2020,14809
6/15/2020,21814
6/16/2020,22357
6/17/2020,22672
6/18/2020,23334
6/19/2020,22274
6/20/2020,21018
6/21/2020,12004
6/22/2020,21674
6/23/2020,22289
6/24/2020,22391
6/25/2020,22207
6/26/2020,22658
6/27/2020,22899
6/28/2020,17032
6/29/2020,19537
6/30/2020,17800
7/1/2020,20400
7/2/2020,20198
7/3/2020,20271
7/4/2020,17311
7/5/2020,18449
7/6/2020,19657
7/7/2020,17569
7/8/2020,21706
7/9/2020,22765
7/10/2020,16763
7/11/2020,15461
7/12/2020,20773
7/13/2020,22608
7/14/2020,21575
7/15/2020,21521
7/16/2020,22621
7/17/2020,22830
7/18/2020,16496
7/19/2020,23845
7/20/2020,23961
7/21/2020,23692
7/22/2020,23831
7/23/2020,24786
7/24/2020,23919
7/25/2020,15822
7/26/2020,22861
7/27/2020,24087
7/28/2020,24095
7/29/2020,24508
7/30/2020,16182
7/31/2020,21047
8/1/2020,18233
8/2/2020,22539
8/3/2020,22963
8/4/2020,22553
8/5/2020,22945
8/6/2020,22579
8/7/2020,22080
8/8/2020,19972
8/9/2020,23320
8/10/2020,24004
8/11/2020,22868
8/12/2020,24521
8/13/2020,23755
8/14/2020,23555
8/15/2020,17354
8/16/2020,24932
8/17/2020,19298
8/18/2020,22204
8/19/2020,23602
8/20/2020,24714
8/21/2020,19871
8/22/2020,18207
8/23/2020,24197
8/24/2020,24643
8/25/2020,24655
8/26/2020,25595
8/27/2020,25940
8/28/2020,25502
8/29/2020,20550
8/30/2020,25590
8/31/2020,25206
9/1/2020,25285
9/2/2020,26899
9/3/2020,25649
9/4/2020,26259
9/5/2020,20647
9/6/2020,24327
9/7/2020,26219
9/8/2020,26987
9/9/2020,24117
9/10/2020,23163
9/11/2020,23098
9/12/2020,15397
9/13/2020,22673
9/14/2020,24484
9/15/2020,25475
9/16/2020,25631
9/17/2020,25815
9/18/2020,25538
9/19/2020,21087
9/20/2020,24788
9/21/2020,25680
9/22/2020,25794
9/23/2020,26095
9/24/2020,26819
9/25/2020,20205
9/26/2020,11941
9/27/2020,22202
9/28/2020,25149
9/29/2020,24728
9/30/2020,24405
10/1/2020,21031
10/2/2020,15200
10/3/2020,16200
10/4/2020,24215
10/5/2020,27296
10/6/2020,26328
10/7/2020,27027
10/8/2020,27180
10/9/2020,26001
10/10/2020,21504
10/11/2020,25816
10/12/2020,27173
10/13/2020,27772
10/14/2020,27270
10/15/2020,27284
10/16/2020,26555
10/17/2020,22779
10/18/2020,26333
10/19/2020,26676
10/20/2020,26393
10/21/2020,26669
10/22/2020,27119
10/23/2020,26481
10/24/2020,22548
10/25/2020,26221
10/26/2020,26811
10/27/2020,26538
10/28/2020,22945
10/29/2020,27139
10/30/2020,27133
10/31/2020,22327
11/1/2020,25311
11/2/2020,25661
11/3/2020,22897
11/4/2020,23022
11/5/2020,24277
11/6/2020,24294
11/7/2020,19845
11/8/2020,23952
11/9/2020,24880
11/10/2020,25023
11/11/2020,24354
11/12/2020,25557
11/13/2020,25096
11/14/2020,20385
11/15/2020,24400
11/16/2020,25041
11/17/2020,25484
11/18/2020,26100
11/19/2020,26495
11/20/2020,24537
11/21/2020,19458
11/22/2020,24188
11/23/2020,24233
11/24/2020,24238
11/25/2020,25101
11/26/2020,25188
11/27/2020,25049
11/28/2020,19374
11/29/2020,23109
11/30/2020,25520
12/1/2020,25157
12/2/2020,25439
12/3/2020,27157
12/4/2020,27471
12/5/2020,21279
12/6/2020,26394
12/7/2020,25960
12/8/2020,25825
12/9/2020,25627
12/10/2020,26805
12/11/2020,26911
12/12/2020,22242
12/13/2020,25709
12/14/2020,26000
12/15/2020,26008
12/16/2020,26393
12/17/2020,26762
12/18/2020,28520
12/19/2020,21679
12/20/2020,24991
12/21/2020,26294
12/22/2020,26798
12/23/2020,27169
12/24/2020,28702
12/25/2020,28438
12/26/2020,22555
12/27/2020,23163
12/28/2020,28424
12/29/2020,27188
12/30/2020,26882
12/31/2020,28993
1/1/2021,27926
1/2/2021,23037
1/3/2021,28462
1/4/2021,30453
1/5/2021,29863
1/6/2021,11843
1/7/2021,21232
1/8/2021,26572
1/9/2021,27260
1/10/2021,28056
1/11/2021,28642
1/12/2021,27895
1/13/2021,27910
1/14/2021,28791
1/15/2021,30071
1/16/2021,24986
1/17/2021,20264
1/18/2021,15323
1/19/2021,19692
1/20/2021,26525
1/21/2021,28142
1/22/2021,29251
1/23/2021,26045
1/24/2021,27575
1/25/2021,27570
1/26/2021,26972
1/27/2021,28078
1/28/2021,27298
1/29/2021,28601
1/30/2021,24716
1/31/2021,26992
2/1/2021,26755
2/2/2021,26902
2/3/2021,27347
2/4/2021,28386
2/5/2021,28406
2/6/2021,25450
2/7/2021,26475
2/8/2021,26204
2/9/2021,26648
2/10/2021,27374
2/11/2021,27287
2/12/2021,27941
2/13/2021,25114
2/14/2021,27094
2/15/2021,27314
2/16/2021,26665
2/17/2021,27860
2/18/2021,27648
2/19/2021,28241
2/20/2021,23782
2/21/2021,25768
2/22/2021,26377
2/23/2021,26772
2/24/2021,27606
2/25/2021,28068
2/26/2021,29237
2/27/2021,26177
2/28/2021,27039
3/1/2021,24179
3/2/2021,27334
3/3/2021,27870
3/4/2021,28030
3/5/2021,28958
3/6/2021,21089
3/7/2021,25330
3/8/2021,26491
3/9/2021,26335
3/10/2021,26408
3/11/2021,27381
3/12/2021,28289
3/13/2021,22008
3/14/2021,26373
3/15/2021,26307
3/16/2021,26274
3/17/2021,26478
3/18/2021,27370
3/19/2021,27463
3/20/2021,22483
3/21/2021,26827
3/22/2021,26526
3/23/2021,26708
3/24/2021,26261
3/25/2021,27051
3/26/2021,27286
3/27/2021,22009
3/28/2021,25534
3/29/2021,26048
3/30/2021,26180
3/31/2021,26104
4/1/2021,26800
4/2/2021,28969
4/3/2021,27980
4/4/2021,25614
4/5/2021,26377
4/6/2021,25857
4/7/2021,25778
4/8/2021,26769
4/9/2021,25950
4/10/2021,21532
4/11/2021,25103
4/12/2021,25493
4/13/2021,25323
4/14/2021,25992
4/15/2021,26828
4/16/2021,25382
4/17/2021,20012
4/18/2021,24552
4/19/2021,25708
4/20/2021,25908
4/21/2021,26061
4/22/2021,26851
4/23/2021,26860
4/24/2021,18578
4/25/2021,25276
4/26/2021,25952
4/27/2021,28327
4/28/2021,29289
4/29/2021,20389
4/30/2021,18965
5/1/2021,17950
5/2/2021,17447
5/3/2021,25173
5/4/2021,24898
5/5/2021,26600
5/6/2021,28296
5/7/2021,29477
5/8/2021,22716
5/9/2021,27277
5/10/2021,26941
5/11/2021,25233
5/12/2021,19457
5/13/2021,26421
5/14/2021,28413
5/15/2021,25735
5/16/2021,27652
5/17/2021,27799
5/18/2021,28028
5/19/2021,27043
5/20/2021,28220
5/21/2021,28539
5/22/2021,24941
5/23/2021,26909
5/24/2021,27668
5/25/2021,28165
5/26/2021,28083
5/27/2021,26802
5/28/2021,27057
5/29/2021,24039
5/30/2021,26749
5/31/2021,27309
6/1/2021,27498
6/2/2021,27552
6/3/2021,28288
6/4/2021,28550
6/5/2021,24222
6/6/2021,26667
6/7/2021,27393
6/8/2021,28125
6/9/2021,27905
6/10/2021,28717
6/11/2021,30101
6/12/2021,25939
6/13/2021,27091
6/14/2021,27892
6/15/2021,27490
6/16/2021,28217
6/17/2021,27749
6/18/2021,23794
6/19/2021,24102
6/20/2021,25330
6/21/2021,24929
6/22/2021,23973
6/23/2021,26130
6/24/2021,26653
6/25/2021,27141
6/26/2021,23449
6/27/2021,26951
6/28/2021,27181
6/29/2021,26601
6/30/2021,27741
7/1/2021,28172
7/2/2021,28221
7/3/2021,22983
7/4/2021,26945
7/5/2021,28885
7/6/2021,27383
7/7/2021,26321
7/8/2021,27640
7/9/2021,26774
7/10/2021,22736
7/11/2021,25733
7/12/2021,26726
7/13/2021,26190
7/14/2021,26585
7/15/2021,27477
7/16/2021,28599
7/17/2021,24266
7/18/2021,26809
7/19/2021,20420
7/20/2021,24464
7/21/2021,26022
7/22/2021,28357
7/23/2021,30089
7/24/2021,24953
7/25/2021,24368
7/26/2021,28878
7/27/2021,27055
7/28/2021,28909
7/29/2021,28215
7/30/2021,28811
7/31/2021,24140
8/1/2021,27423
8/2/2021,28082
8/3/2021,28195
8/4/2021,28686
8/5/2021,28442
8/6/2021,27695
8/7/2021,22047
8/8/2021,26252
8/9/2021,27008
8/10/2021,27023
8/11/2021,26796
8/12/2021,27220
8/13/2021,28245
8/14/2021,21984
8/15/2021,26336
8/16/2021,26589
8/17/2021,26569
8/18/2021,27131
8/19/2021,29037
8/20/2021,27268
8/21/2021,19470
8/22/2021,26812
8/23/2021,28343
8/24/2021,27363
8/25/2021,29311
8/26/2021,28941
8/27/2021,30036
8/28/2021,25986
8/29/2021,27191
8/30/2021,28521
8/31/2021,28206
9/1/2021,29114
9/2/2021,29759
9/3/2021,31441
9/4/2021,26359
9/5/2021,28243
9/6/2021,29610
9/7/2021,30406
9/8/2021,30854
9/9/2021,28927
9/10/2021,10913
9/11/2021,17597
9/12/2021,24839
9/13/2021,27299
9/14/2021,27260
9/15/2021,29123
9/16/2021,28774
9/17/2021,31222
9/18/2021,27595
9/19/2021,28274
9/20/2021,28983
9/21/2021,28828
9/22/2021,29521
9/23/2021,31031
9/24/2021,31239
9/25/2021,20393
9/26/2021,14243
9/27/2021,26006
9/28/2021,28202
9/29/2021,29080
9/30/2021,26369
10/1/2021,17358
10/2/2021,17428
10/3/2021,21890
10/4/2021,28844
10/5/2021,28778
10/6/2021,29431
10/7/2021,29841
10/8/2021,30091
10/9/2021,26877
10/10/2021,27485
10/11/2021,28901
10/12/2021,28764
10/13/2021,30347
10/14/2021,29545
10/15/2021,30335
10/16/2021,25159
10/17/2021,25386
10/18/2021,27803
10/19/2021,28438
10/20/2021,28621
10/21/2021,28441
10/22/2021,29019
10/23/2021,25033
10/24/2021,27472
10/25/2021,28389
10/26/2021,28252
10/27/2021,28633
10/28/2021,28372
10/29/2021,29247
10/30/2021,24596
10/31/2021,26724
11/1/2021,27052
11/2/2021,26528
11/3/2021,27010
11/4/2021,25764
11/5/2021,24747
11/6/2021,20047
11/7/2021,24902
11/8/2021,25489
11/9/2021,25094
11/10/2021,26483
11/11/2021,26355
11/12/2021,25391
11/13/2021,19991
11/14/2021,24837
11/15/2021,25169
11/16/2021,25224
11/17/2021,25866
11/18/2021,26479
11/19/2021,27463
11/20/2021,20223
11/21/2021,25103
11/22/2021,25371
11/23/2021,25234
11/24/2021,25127
11/25/2021,25834
11/26/2021,25462
11/27/2021,19483
11/28/2021,24963
11/29/2021,24818
11/30/2021,25803
12/1/2021,25803
12/2/2021,25747
12/3/2021,26687
12/4/2021,26542
12/5/2021,21525
12/6/2021,25085
12/7/2021,26719
12/8/2021,26233
12/9/2021,26332
12/10/2021,26597
12/11/2021,26232
12/12/2021,21682
12/13/2021,25740
12/14/2021,26745
12/15/2021,26336
12/16/2021,26808
12/17/2021,27953
12/18/2021,27671
12/19/2021,22457
12/20/2021,25632
12/21/2021,26089
12/22/2021,26656
12/23/2021,26971
12/24/2021,28121
12/25/2021,28200
12/26/2021,22612
12/27/2021,26076
12/28/2021,23582
12/29/2021,28249
12/30/2021,27020
12/31/2021,27707
